Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00088,Navigation Module,Sky High Airlines,FN_3400,86.38,210.75,9.08,21491,True,Fuel Leakage,2024-09-28,8990,Long-Haul
PART_00212,Fuel Line,Cloud Nine Aviation,FN_4884,108.48,44.66,4.42,30076,False,Valve Stuck,2024-10-16,495,Private
PART_00328,Communication Module,AirJet Airways,FN_9980,57.72,14.74,3.14,34898,False,Oil Leakage,2024-01-24,8011,Long-Haul
PART_00230,Oil Pump,Global Wings,FN_3062,114.41,225.24,6.97,38199,False,None,2024-09-18,9747,Long-Haul
PART_00228,Navigation Module,FlySwift,FN_5590,75.36,53.55,1.61,16500,False,None,2024-09-16,9435,Commercial
PART_00264,Actuator,Cloud Nine Aviation,FN_9717,109.08,124.87,1.48,10750,True,Oil Leakage,2024-03-12,7400,Cargo
PART_00490,Fuel Injector,AirJet Airways,FN_3289,55.94,36.28,4.83,15008,True,Fuel Leakage,2024-04-22,2053,Long-Haul
PART_00239,Actuator,Cloud Nine Aviation,FN_9919,76.98,118.73,1.19,37018,True,Turbine Overheat,2024-05-11,7917,Commercial
PART_00071,Navigation Module,Global Wings,FN_4872,114.39,89.64,2.29,21554,True,None,2024-02-10,9113,Short-Haul
PART_00375,Wheel Brake Assembly,Cloud Nine Aviation,FN_1300,66.13,65.64,1.49,14537,True,Seal Failure,2024-01-04,5131,Commercial
PART_00078,Navigation Module,AirJet Airways,FN_7579,118.74,106.74,9.01,20086,True,Pressure Loss,2024-01-19,2226,Short-Haul
PART_00236,Fuel Line,AirJet Airways,FN_9879,115.3,266.82,6.23,35658,True,Valve Stuck,2024-03-20,9913,Short-Haul
PART_00123,Fuel Line,AirJet Airways,FN_6060,74.43,36.16,2.3,30009,True,None,2024-05-24,9305,Cargo
PART_00240,Wheel Brake Assembly,AirJet Airways,FN_3491,98.3,40.53,4.36,44902,True,Seal Failure,2024-06-05,1833,Cargo
PART_00241,Oil Pump,Sky High Airlines,FN_8545,113.91,158.76,4.64,44481,False,Turbine Overheat,2024-07-11,6097,Commercial
PART_00211,Hydraulic Pump,FlySwift,FN_3497,61.35,158.74,5.45,4817,False,Valve Stuck,2024-09-14,5769,Long-Haul
PART_00419,Actuator,Global Wings,FN_8007,96.1,95.63,5.36,35942,False,Turbine Overheat,2024-03-01,4580,Long-Haul
PART_00088,Navigation Module,Sky High Airlines,FN_2940,46.52,44.46,1.62,46382,True,Valve Stuck,2024-02-21,4359,Commercial
PART_00217,Fuel Injector,Cloud Nine Aviation,FN_5874,111.9,187.56,4.02,9626,True,Oil Leakage,2024-06-26,3862,Commercial
PART_00281,Fuel Injector,Sky High Airlines,FN_7012,110.66,226.31,3.13,19735,True,Valve Stuck,2024-11-28,2389,Cargo
PART_00314,Hydraulic Pump,Global Wings,FN_3978,51.91,169.39,0.65,42174,False,Oil Leakage,2024-02-09,3201,Commercial
PART_00356,Fuel Line,Sky High Airlines,FN_5029,67.27,299.17,9.02,42569,False,Valve Stuck,2024-06-21,9867,Short-Haul
PART_00218,Hydraulic Pump,FlySwift,FN_1635,90.06,15.72,3.35,24179,False,Turbine Overheat,2024-03-07,1191,Long-Haul
PART_00140,Hydraulic Pump,AirJet Airways,FN_7799,79.27,68.47,8.73,23293,True,Oil Leakage,2024-02-20,8880,Private
PART_00492,Wheel Brake Assembly,FlySwift,FN_9187,116.11,281.09,4.67,39459,False,Valve Stuck,2024-06-07,5259,Commercial
PART_00060,Turbine Blade,Global Wings,FN_2019,82.61,178.39,1.06,26724,False,Valve Stuck,2024-03-22,8802,Short-Haul
PART_00295,Fuel Line,FlySwift,FN_6580,53.67,233.93,9.34,45803,False,Seal Failure,2024-05-17,7625,Short-Haul
PART_00409,Wheel Brake Assembly,Cloud Nine Aviation,FN_1951,118.67,70.39,0.87,24543,True,Seal Failure,2024-12-13,8299,Cargo
PART_00251,Fuel Line,FlySwift,FN_5286,113.36,147.57,0.22,20366,False,Pressure Loss,2024-08-28,9724,Long-Haul
PART_00331,Fuel Injector,FlySwift,FN_2492,72.67,75.16,2.59,48463,False,Oil Leakage,2024-02-26,3460,Private
PART_00128,Turbine Blade,Cloud Nine Aviation,FN_7741,114.73,274.5,0.18,40863,False,Seal Failure,2024-08-13,9686,Cargo
PART_00339,Navigation Module,AirJet Airways,FN_8327,115.4,76.27,4.49,23574,False,Turbine Overheat,2024-11-20,2304,Short-Haul
PART_00211,Wheel Brake Assembly,Sky High Airlines,FN_7005,98.2,230.81,0.36,1872,False,Fuel Leakage,2024-06-15,4321,Long-Haul
PART_00168,Turbine Blade,Cloud Nine Aviation,FN_4953,112.15,220.86,5.67,12805,False,Turbine Overheat,2024-10-01,9626,Commercial
PART_00351,Hydraulic Pump,Cloud Nine Aviation,FN_3364,43.25,248.93,0.42,46903,True,Fuel Leakage,2024-06-27,9462,Private
PART_00146,Actuator,FlySwift,FN_9811,58.97,156.73,0.28,43732,True,None,2024-01-19,7216,Private
PART_00495,Control Valve,Sky High Airlines,FN_9111,73.51,20.76,2.41,2938,False,Valve Stuck,2024-06-12,9014,Long-Haul
PART_00056,Fuel Injector,Sky High Airlines,FN_5409,65.83,192.44,0.94,3172,False,Oil Leakage,2024-05-26,4900,Short-Haul
PART_00212,Navigation Module,Global Wings,FN_6043,115.61,169.88,3.27,26287,True,Valve Stuck,2024-04-24,5268,Private
PART_00342,Communication Module,Sky High Airlines,FN_8707,104.95,61.15,2.38,18235,True,Fuel Leakage,2024-07-17,7276,Long-Haul
PART_00268,Communication Module,Global Wings,FN_3449,105.96,111.29,7.92,36465,False,Oil Leakage,2024-09-08,3730,Private
PART_00313,Fuel Line,AirJet Airways,FN_4658,73.89,107.62,1.11,40599,False,None,2024-01-16,6107,Cargo
PART_00042,Actuator,FlySwift,FN_4559,60.55,260.87,6.89,36654,True,Pressure Loss,2024-06-28,3420,Cargo
PART_00325,Fuel Line,Sky High Airlines,FN_7178,106.74,46.48,4.23,7318,True,Pressure Loss,2024-11-20,9784,Long-Haul
PART_00295,Communication Module,Sky High Airlines,FN_1325,91.33,139.73,8.58,4878,True,Fuel Leakage,2024-06-22,4814,Private
PART_00401,Fuel Injector,AirJet Airways,FN_7945,47.53,29.44,4.38,25492,False,Valve Stuck,2024-12-25,7192,Short-Haul
PART_00077,Fuel Injector,Sky High Airlines,FN_7342,88.62,129.58,4.25,13313,True,Oil Leakage,2024-02-19,1070,Short-Haul
PART_00315,Fuel Line,AirJet Airways,FN_7508,88.6,229.96,6.09,48176,False,Fuel Leakage,2024-12-20,5756,Long-Haul
PART_00218,Wheel Brake Assembly,FlySwift,FN_4842,63.0,270.95,5.61,25865,False,Seal Failure,2024-11-23,8251,Long-Haul
PART_00261,Fuel Line,Cloud Nine Aviation,FN_8321,46.17,75.21,1.38,12704,False,None,2024-03-23,4681,Commercial
PART_00209,Fuel Injector,Global Wings,FN_5277,65.25,148.72,1.74,5513,True,Pressure Loss,2024-09-22,710,Long-Haul
PART_00240,Control Valve,Cloud Nine Aviation,FN_9649,74.12,219.17,6.4,20766,False,Valve Stuck,2024-02-03,5151,Cargo
PART_00352,Communication Module,AirJet Airways,FN_8224,114.26,15.87,4.62,42647,True,Oil Leakage,2024-11-03,4715,Cargo
PART_00277,Hydraulic Pump,FlySwift,FN_4236,61.75,268.96,6.06,44554,True,Turbine Overheat,2024-10-21,264,Cargo
PART_00072,Control Valve,FlySwift,FN_9490,82.59,44.04,6.16,28744,False,Valve Stuck,2024-02-25,7316,Short-Haul
PART_00244,Fuel Injector,Global Wings,FN_8330,66.43,152.65,3.32,36925,True,Pressure Loss,2024-06-28,8835,Private
PART_00447,Oil Pump,FlySwift,FN_4917,101.16,43.13,8.58,38065,True,Pressure Loss,2024-07-06,2633,Cargo
PART_00361,Control Valve,AirJet Airways,FN_1173,119.67,212.39,5.14,27540,True,Turbine Overheat,2024-08-16,2171,Commercial
PART_00083,Control Valve,FlySwift,FN_7941,88.49,65.83,2.41,18374,False,Valve Stuck,2024-10-20,1876,Private
PART_00465,Hydraulic Pump,Global Wings,FN_6101,112.21,93.25,6.29,10121,False,Seal Failure,2024-12-08,2149,Long-Haul
PART_00264,Fuel Injector,AirJet Airways,FN_7090,96.07,295.77,3.75,11163,True,Valve Stuck,2024-08-19,174,Short-Haul
PART_00248,Wheel Brake Assembly,Global Wings,FN_2784,115.15,230.38,9.79,21379,False,Valve Stuck,2024-04-28,5759,Long-Haul
PART_00490,Hydraulic Pump,AirJet Airways,FN_5606,110.94,100.79,8.54,9256,False,Valve Stuck,2024-11-04,1101,Private
PART_00325,Control Valve,AirJet Airways,FN_8463,58.74,294.94,7.4,47905,False,Valve Stuck,2024-02-23,6196,Short-Haul
PART_00438,Wheel Brake Assembly,Global Wings,FN_6751,68.76,269.21,9.48,49286,False,Seal Failure,2024-10-11,3052,Long-Haul
PART_00113,Turbine Blade,Cloud Nine Aviation,FN_5450,60.82,27.64,5.26,18218,False,Seal Failure,2024-09-28,8344,Commercial
PART_00307,Turbine Blade,FlySwift,FN_1111,50.34,17.37,0.36,5440,True,Valve Stuck,2024-04-28,2078,Short-Haul
PART_00467,Hydraulic Pump,Global Wings,FN_7397,66.73,115.5,0.3,17607,True,Seal Failure,2024-06-20,5172,Cargo
PART_00285,Turbine Blade,FlySwift,FN_8775,59.21,79.42,9.28,1019,True,Oil Leakage,2024-10-08,1999,Commercial
PART_00251,Oil Pump,AirJet Airways,FN_4469,77.64,276.69,0.01,14649,True,Oil Leakage,2024-08-03,136,Short-Haul
PART_00020,Wheel Brake Assembly,AirJet Airways,FN_8918,88.32,241.77,1.69,19750,False,Turbine Overheat,2024-06-21,4981,Private
PART_00350,Fuel Injector,Global Wings,FN_2736,91.79,271.82,9.54,12316,True,None,2024-10-21,8672,Short-Haul
PART_00071,Fuel Injector,Sky High Airlines,FN_3360,98.1,194.49,6.43,47966,False,Valve Stuck,2024-11-16,460,Long-Haul
PART_00320,Oil Pump,Sky High Airlines,FN_5359,97.61,226.53,1.84,17044,True,Fuel Leakage,2024-08-07,1998,Short-Haul
PART_00131,Fuel Line,Global Wings,FN_5550,96.6,67.68,0.33,11768,True,Turbine Overheat,2024-04-26,5245,Short-Haul
PART_00008,Wheel Brake Assembly,AirJet Airways,FN_2868,56.27,230.32,7.81,5442,True,Pressure Loss,2024-01-15,7606,Long-Haul
PART_00060,Turbine Blade,Global Wings,FN_9761,78.27,244.81,3.89,41681,True,Pressure Loss,2024-07-23,2577,Commercial
PART_00052,Oil Pump,AirJet Airways,FN_9569,90.74,271.5,8.0,28899,True,Seal Failure,2024-09-11,132,Cargo
PART_00042,Communication Module,Cloud Nine Aviation,FN_9185,57.09,44.06,7.45,17186,True,Fuel Leakage,2024-05-25,8194,Short-Haul
PART_00467,Hydraulic Pump,FlySwift,FN_8064,114.52,114.07,0.16,30116,True,Pressure Loss,2024-08-02,9563,Cargo
PART_00391,Communication Module,Sky High Airlines,FN_6244,94.88,193.9,7.49,37934,True,Fuel Leakage,2024-09-22,6098,Cargo
PART_00017,Actuator,AirJet Airways,FN_3492,94.45,68.76,0.91,4528,True,Pressure Loss,2024-01-18,5644,Commercial
PART_00154,Wheel Brake Assembly,Cloud Nine Aviation,FN_9183,119.07,259.14,6.1,5752,True,Pressure Loss,2024-03-11,7309,Private
PART_00489,Navigation Module,FlySwift,FN_8478,103.8,52.27,5.73,21402,False,None,2024-10-21,5347,Private
PART_00022,Actuator,FlySwift,FN_2643,80.29,180.1,9.49,23714,True,Seal Failure,2024-11-10,9239,Cargo
PART_00238,Wheel Brake Assembly,FlySwift,FN_4841,89.82,284.36,7.04,4422,True,Fuel Leakage,2024-09-23,2972,Long-Haul
PART_00019,Communication Module,AirJet Airways,FN_4834,113.57,99.53,9.99,46510,False,Fuel Leakage,2024-06-15,9735,Private
PART_00072,Fuel Line,FlySwift,FN_4978,94.92,41.0,5.1,12050,True,Fuel Leakage,2024-08-12,3055,Commercial
PART_00478,Turbine Blade,Cloud Nine Aviation,FN_5933,90.47,197.85,7.3,37806,True,Fuel Leakage,2024-12-28,1275,Short-Haul
PART_00178,Fuel Line,AirJet Airways,FN_4497,49.87,252.07,9.67,31200,False,Pressure Loss,2024-06-15,3064,Private
PART_00332,Actuator,FlySwift,FN_9564,98.31,262.86,7.34,15269,True,Turbine Overheat,2024-11-02,7269,Cargo
PART_00250,Wheel Brake Assembly,Sky High Airlines,FN_6824,48.02,16.83,3.67,3196,False,Turbine Overheat,2024-02-20,5110,Short-Haul
PART_00303,Fuel Injector,Sky High Airlines,FN_7653,40.16,155.13,0.72,15420,False,Seal Failure,2024-05-24,331,Commercial
PART_00080,Fuel Injector,Sky High Airlines,FN_7984,43.52,186.68,8.98,16078,True,Seal Failure,2024-11-07,9700,Private
PART_00326,Hydraulic Pump,FlySwift,FN_7878,52.44,151.57,8.0,4605,True,Valve Stuck,2024-04-05,1905,Long-Haul
PART_00296,Turbine Blade,Global Wings,FN_1319,108.03,261.59,2.16,16311,True,Turbine Overheat,2024-06-23,2474,Short-Haul
PART_00489,Oil Pump,FlySwift,FN_3234,40.08,107.94,2.08,39028,True,Fuel Leakage,2024-02-16,5325,Private
PART_00456,Hydraulic Pump,Global Wings,FN_1568,59.19,283.03,1.61,21539,True,None,2024-11-04,9787,Long-Haul
PART_00482,Communication Module,Sky High Airlines,FN_6481,40.96,99.6,2.0,5637,True,None,2024-02-18,8491,Short-Haul
PART_00480,Navigation Module,FlySwift,FN_7150,113.4,145.17,8.07,2316,True,Pressure Loss,2024-09-23,9502,Commercial
PART_00243,Wheel Brake Assembly,Cloud Nine Aviation,FN_7912,55.36,70.57,9.66,34356,True,Fuel Leakage,2024-11-10,5339,Short-Haul
PART_00423,Hydraulic Pump,Sky High Airlines,FN_2127,58.62,58.82,6.07,34766,True,Valve Stuck,2024-12-18,4555,Short-Haul
PART_00140,Oil Pump,Cloud Nine Aviation,FN_1503,109.35,187.73,9.57,17815,False,Fuel Leakage,2024-12-07,2201,Short-Haul
PART_00338,Hydraulic Pump,Cloud Nine Aviation,FN_9328,105.46,166.25,2.59,7455,False,Turbine Overheat,2024-06-14,4610,Short-Haul
PART_00023,Actuator,Cloud Nine Aviation,FN_9874,88.45,158.87,6.67,46392,False,Pressure Loss,2024-11-19,9212,Cargo
PART_00137,Actuator,AirJet Airways,FN_7278,65.24,274.69,9.26,13705,True,Fuel Leakage,2024-09-16,1610,Short-Haul
PART_00115,Actuator,FlySwift,FN_7426,52.96,231.1,9.2,29400,True,Seal Failure,2024-03-16,4834,Short-Haul
PART_00067,Navigation Module,FlySwift,FN_9513,51.73,14.41,4.74,20351,False,Fuel Leakage,2024-05-03,7596,Commercial
PART_00401,Wheel Brake Assembly,AirJet Airways,FN_8880,43.74,50.36,1.98,8176,False,Pressure Loss,2024-01-28,6954,Cargo
PART_00083,Wheel Brake Assembly,Global Wings,FN_3124,60.33,178.33,0.54,49354,False,Seal Failure,2024-12-04,3295,Private
PART_00092,Turbine Blade,Global Wings,FN_1091,60.26,139.82,6.0,3221,True,Seal Failure,2024-05-08,4407,Cargo
PART_00141,Control Valve,AirJet Airways,FN_9574,68.5,38.63,6.14,25261,False,Pressure Loss,2024-02-04,2718,Short-Haul
PART_00454,Actuator,FlySwift,FN_8234,95.61,146.53,1.49,46915,False,Fuel Leakage,2024-09-15,4478,Commercial
PART_00209,Navigation Module,FlySwift,FN_8367,83.21,91.94,5.08,14754,True,Seal Failure,2024-08-27,7968,Long-Haul
PART_00019,Fuel Line,AirJet Airways,FN_9788,112.33,179.93,7.84,46700,True,None,2024-03-28,1080,Private
PART_00417,Control Valve,FlySwift,FN_8433,48.06,76.87,6.42,42927,True,Seal Failure,2024-08-09,1129,Commercial
PART_00044,Turbine Blade,FlySwift,FN_3878,66.7,265.86,9.84,33736,True,Pressure Loss,2024-07-23,1865,Commercial
PART_00026,Hydraulic Pump,Cloud Nine Aviation,FN_2158,92.39,109.75,1.15,45725,True,Pressure Loss,2024-03-28,1287,Commercial
PART_00032,Communication Module,Cloud Nine Aviation,FN_6315,115.4,55.64,5.66,7653,True,Valve Stuck,2024-04-04,9035,Commercial
PART_00187,Communication Module,Sky High Airlines,FN_6304,88.56,233.59,5.33,26611,True,Valve Stuck,2024-01-06,3469,Private
PART_00497,Hydraulic Pump,FlySwift,FN_5650,89.99,175.49,6.72,27111,False,None,2024-03-10,923,Cargo
PART_00370,Hydraulic Pump,Global Wings,FN_8768,101.6,84.79,2.12,27622,True,Turbine Overheat,2024-04-02,4549,Cargo
PART_00377,Fuel Line,Global Wings,FN_1127,92.51,174.63,1.65,18480,False,Turbine Overheat,2024-10-07,1940,Cargo
PART_00281,Turbine Blade,AirJet Airways,FN_6580,99.17,120.24,9.98,42918,True,Seal Failure,2024-09-09,7049,Short-Haul
PART_00407,Hydraulic Pump,Cloud Nine Aviation,FN_6533,46.12,39.92,7.01,42409,True,Seal Failure,2024-04-17,3477,Commercial
PART_00419,Control Valve,FlySwift,FN_2648,77.96,149.0,2.54,14956,False,Valve Stuck,2024-11-01,6988,Commercial
PART_00136,Fuel Line,Sky High Airlines,FN_9111,63.84,185.76,6.1,45925,True,Oil Leakage,2024-03-17,1202,Cargo
PART_00042,Oil Pump,Cloud Nine Aviation,FN_8241,72.05,191.43,6.13,3163,True,Fuel Leakage,2024-05-25,3747,Private
PART_00240,Actuator,AirJet Airways,FN_8232,51.22,86.21,4.26,9747,True,None,2024-10-26,3475,Long-Haul
PART_00414,Communication Module,AirJet Airways,FN_8923,61.42,299.72,0.5,9047,False,Fuel Leakage,2024-06-24,8201,Cargo
PART_00110,Navigation Module,Sky High Airlines,FN_8925,66.0,62.48,2.6,15204,True,Pressure Loss,2024-04-19,6635,Short-Haul
PART_00418,Control Valve,AirJet Airways,FN_1676,70.13,115.9,3.44,40872,False,Valve Stuck,2024-11-27,4240,Short-Haul
PART_00147,Communication Module,Global Wings,FN_4863,103.78,151.93,8.68,29228,True,Turbine Overheat,2024-09-05,9443,Commercial
PART_00304,Communication Module,FlySwift,FN_8446,114.01,181.36,6.53,23030,True,Fuel Leakage,2024-09-05,491,Private
PART_00096,Hydraulic Pump,AirJet Airways,FN_6147,100.01,181.21,8.21,43237,False,None,2024-08-17,9132,Short-Haul
PART_00432,Fuel Injector,AirJet Airways,FN_1401,116.21,106.69,9.33,49704,True,Seal Failure,2024-04-04,8460,Long-Haul
PART_00200,Turbine Blade,AirJet Airways,FN_6825,48.96,171.53,2.5,38770,True,Fuel Leakage,2024-09-28,878,Short-Haul
PART_00383,Hydraulic Pump,Cloud Nine Aviation,FN_2351,69.23,78.19,6.11,4641,True,Pressure Loss,2024-10-18,3480,Short-Haul
PART_00327,Actuator,Cloud Nine Aviation,FN_2916,56.41,84.88,9.29,33343,False,None,2024-03-04,9533,Long-Haul
PART_00327,Navigation Module,Sky High Airlines,FN_7780,46.88,185.6,6.74,49046,False,Fuel Leakage,2024-11-26,8330,Long-Haul
PART_00218,Actuator,FlySwift,FN_5088,89.08,29.23,7.85,23971,True,None,2024-03-15,2038,Private
PART_00315,Actuator,Sky High Airlines,FN_8469,97.89,189.19,0.85,2940,False,None,2024-03-24,7955,Cargo
PART_00193,Oil Pump,FlySwift,FN_6328,119.28,225.4,6.41,40758,True,Oil Leakage,2024-10-24,4376,Long-Haul
PART_00390,Wheel Brake Assembly,Sky High Airlines,FN_6720,100.66,62.31,3.72,45279,True,Turbine Overheat,2024-06-14,2096,Commercial
PART_00147,Communication Module,AirJet Airways,FN_3813,100.59,271.3,0.01,28409,True,Turbine Overheat,2024-09-21,3955,Private
PART_00294,Control Valve,FlySwift,FN_3524,68.03,118.66,2.01,5974,False,None,2024-01-25,7791,Cargo
PART_00118,Actuator,Global Wings,FN_6917,112.76,66.71,0.42,42796,False,Turbine Overheat,2024-01-27,2337,Long-Haul
PART_00252,Turbine Blade,FlySwift,FN_8408,89.98,106.05,9.19,11028,False,Seal Failure,2024-09-11,7441,Private
PART_00044,Oil Pump,Global Wings,FN_4257,96.13,277.82,2.59,17733,False,Pressure Loss,2024-12-14,8197,Cargo
PART_00472,Oil Pump,Global Wings,FN_9708,47.25,50.86,3.0,35640,True,Oil Leakage,2024-04-27,4689,Short-Haul
PART_00083,Fuel Line,AirJet Airways,FN_7837,91.83,31.72,5.81,19234,False,Valve Stuck,2024-08-24,6394,Cargo
PART_00228,Navigation Module,AirJet Airways,FN_9915,114.29,265.72,8.59,22321,False,None,2024-05-13,788,Long-Haul
PART_00166,Communication Module,Cloud Nine Aviation,FN_9111,99.96,177.11,1.94,25912,False,Oil Leakage,2024-11-06,834,Private
PART_00206,Wheel Brake Assembly,Sky High Airlines,FN_8228,66.16,155.18,5.61,15057,True,Oil Leakage,2024-11-06,6038,Cargo
PART_00447,Actuator,Cloud Nine Aviation,FN_9641,63.58,158.53,8.1,12913,False,None,2024-06-04,2376,Private
PART_00073,Control Valve,Sky High Airlines,FN_8744,79.24,289.09,1.46,18571,True,Turbine Overheat,2024-09-17,605,Cargo
PART_00341,Navigation Module,Cloud Nine Aviation,FN_6150,72.12,105.52,3.12,36413,True,None,2024-04-02,2484,Cargo
PART_00491,Actuator,Global Wings,FN_2883,42.01,89.3,0.04,1498,False,Oil Leakage,2024-04-10,8733,Short-Haul
PART_00104,Turbine Blade,AirJet Airways,FN_9672,116.37,265.02,3.0,47028,False,Valve Stuck,2024-02-21,258,Long-Haul
PART_00499,Wheel Brake Assembly,Sky High Airlines,FN_5004,101.07,55.41,5.45,39101,False,Turbine Overheat,2024-03-02,6701,Long-Haul
PART_00341,Oil Pump,AirJet Airways,FN_1339,71.43,110.28,5.8,19053,False,Pressure Loss,2024-09-01,4712,Private
PART_00073,Turbine Blade,Global Wings,FN_7532,82.15,81.77,3.14,21326,False,Seal Failure,2024-08-08,5573,Private
PART_00190,Navigation Module,FlySwift,FN_5332,107.79,70.25,9.69,19345,False,Fuel Leakage,2024-10-12,3160,Short-Haul
PART_00237,Wheel Brake Assembly,Cloud Nine Aviation,FN_3090,45.88,69.47,4.85,9168,True,Turbine Overheat,2024-05-09,7918,Commercial
PART_00199,Actuator,AirJet Airways,FN_5086,109.32,156.46,8.56,16388,False,Seal Failure,2024-01-23,6361,Short-Haul
PART_00365,Communication Module,Sky High Airlines,FN_6983,113.61,75.93,0.27,49689,False,Fuel Leakage,2024-05-12,2385,Cargo
PART_00022,Navigation Module,Cloud Nine Aviation,FN_8861,88.25,33.79,8.62,47671,False,Pressure Loss,2024-06-09,9865,Long-Haul
PART_00443,Fuel Line,AirJet Airways,FN_6585,62.69,256.73,8.56,1082,False,Oil Leakage,2024-10-14,2510,Cargo
PART_00412,Navigation Module,Cloud Nine Aviation,FN_2022,104.03,205.41,9.72,11694,False,Seal Failure,2024-10-25,8683,Cargo
PART_00220,Turbine Blade,Global Wings,FN_1752,99.79,262.26,6.63,18631,True,Seal Failure,2024-05-23,2728,Private
PART_00227,Communication Module,Cloud Nine Aviation,FN_2814,58.35,247.89,7.11,38663,False,None,2024-02-11,7536,Private
PART_00147,Hydraulic Pump,AirJet Airways,FN_8563,104.53,88.7,0.34,13355,False,Seal Failure,2024-08-16,8063,Short-Haul
PART_00319,Actuator,Global Wings,FN_9236,56.42,175.67,8.56,35706,True,Oil Leakage,2024-09-26,3244,Commercial
PART_00079,Oil Pump,AirJet Airways,FN_7646,91.14,212.29,1.85,35432,True,None,2024-06-26,9029,Short-Haul
PART_00147,Navigation Module,FlySwift,FN_6547,67.66,253.89,8.24,3463,False,Seal Failure,2024-05-04,2534,Commercial
PART_00097,Oil Pump,AirJet Airways,FN_3072,94.04,39.12,1.98,20845,False,Oil Leakage,2024-06-08,9595,Short-Haul
PART_00105,Navigation Module,Global Wings,FN_6546,92.76,77.94,9.78,9937,False,Valve Stuck,2024-07-06,7549,Cargo
PART_00337,Navigation Module,AirJet Airways,FN_2609,94.86,215.93,0.87,18910,True,Oil Leakage,2024-12-09,8378,Long-Haul
PART_00101,Navigation Module,AirJet Airways,FN_4283,40.06,284.11,6.34,44464,True,Oil Leakage,2024-02-24,6908,Long-Haul
PART_00479,Wheel Brake Assembly,Sky High Airlines,FN_6785,86.81,192.03,3.01,3712,False,Fuel Leakage,2024-06-13,2930,Long-Haul
PART_00079,Oil Pump,AirJet Airways,FN_4956,44.95,287.88,2.69,35365,True,Fuel Leakage,2024-08-15,8142,Long-Haul
PART_00343,Navigation Module,Sky High Airlines,FN_1526,88.03,88.86,7.92,45434,False,Turbine Overheat,2024-04-28,6378,Commercial
PART_00163,Oil Pump,Cloud Nine Aviation,FN_1047,105.15,88.02,0.24,6478,False,Turbine Overheat,2024-09-10,1818,Long-Haul
PART_00165,Actuator,AirJet Airways,FN_6499,61.87,29.35,7.3,4494,True,Fuel Leakage,2024-05-26,5450,Commercial
PART_00061,Communication Module,Global Wings,FN_9582,52.12,271.44,6.54,47229,False,Seal Failure,2024-01-14,789,Private
PART_00378,Fuel Injector,Cloud Nine Aviation,FN_3577,113.21,157.35,8.69,43710,True,Valve Stuck,2024-11-17,5349,Short-Haul
